time,powerfactor
0.078790257,0.922358901
0.079211154,0.922358888
0.07963205,0.922358873
0.080212526,0.922358874
0.08096149,0.922358827
0.081529478,0.922358802
0.082097466,0.922358805
0.082518726,0.922358809
0.082939986,0.922358808
0.083361246,0.922358809
0.083782506,0.922358812
0.084203765,0.922358263
0.084625025,0.922357601
0.085203168,0.9223576
0.085970958,0.922357618
0.086538814,0.922357628
0.087106671,0.922357628
0.087527568,0.922357626
0.087948464,0.922357626
0.08836936,0.922357626
0.088790257,0.922357625
0.089211153,0.922357623
0.08963205,0.922357621
0.090212525,0.922357621
0.090961489,0.922357614
0.091529478,0.92235761
0.092097466,0.922357611
0.092518726,0.922357611
0.092939986,0.922357611
0.093361246,0.922357611
0.093782505,0.922357612
0.094203765,0.922357612
0.094625025,0.922357613
0.095203168,0.922357613
0.095970957,0.922357615
0.096538814,0.922357617
0.097106671,0.922357617
0.097527568,0.922357617
0.097948464,0.922357617
0.09836936,0.922357617
0.098790257,0.922354918
0.099211153,0.922351661
0.09963205,0.92235166
0.100212525,0.92235166
0.100961489,0.922314602
0.101529478,0.922280677
0.102097466,0.922280677
0.102518726,0.922280677
0.102939986,0.922280677
0.103361246,0.922280677
0.103782505,0.922280677
0.104203765,0.922280677
0.104625025,0.922280678
0.105203168,0.922280677
0.105970957,0.922282976
0.106538814,0.922285028
0.107106671,0.922285028
0.107527568,0.922285028
0.107948464,0.922305303
0.10836936,0.922327781
0.108790257,0.922327781
0.109211153,0.922327781
0.109632049,0.922327781
0.110212525,0.922327781
0.110961489,0.922327781
0.111529478,0.92232778
0.112097466,0.92232778
0.112518726,0.922326132
0.112939986,0.922322687
0.113361246,0.922319871
0.113782505,0.922318591
0.114203765,0.922318591
0.114625025,0.922318591
0.115203168,0.922318591
0.115970957,0.922318591
0.116538814,0.922318591
0.117106671,0.922318591
0.117527568,0.922318591
0.117948464,0.922318591
0.11836936,0.922316346
0.118790257,0.922313635
0.119211153,0.922313635
0.119632049,0.922313635
0.120212525,0.922313635
0.120961489,0.922313635
0.121529478,0.922313635
0.122097466,0.922313635
0.122518726,0.922313635
0.122939986,0.922313635
0.123361246,0.922313635
0.123782505,0.922312645
0.124203765,0.922311451
0.124625025,0.922311451
0.125203168,0.922311451
0.125970957,0.922311451
0.126538814,0.922311451
0.127106671,0.922323754
0.127527568,0.922323754
0.127948464,0.922323754
0.12836936,0.922323754
0.128790257,0.922345086
0.129211153,0.922345086
0.129632049,0.922345086
0.130212525,0.922345086
0.130961489,0.922345086
0.131529478,0.922345086
0.132097466,0.922345086
0.132518726,0.922345086
0.132939986,0.922345086
0.133361246,0.922345086
0.133782505,0.922345086
0.134203765,0.922345086
0.134625025,0.922345086
0.135203168,0.922345086
0.135970957,0.922345086
0.136538814,0.922345086
0.137106671,0.922345086
0.137527568,0.922345086
0.137948464,0.922343325
0.13836936,0.922341199
0.138790257,0.922341199
0.139211153,0.922341199
0.139632049,0.922341199
0.140212525,0.922341199
0.140961489,0.922341199
0.141529478,0.922341199
0.142097466,0.922341199
0.142518726,0.922341199
0.142939986,0.922341199
0.143361246,0.922341199
0.143782505,0.922341199
0.144203765,0.922341199
0.144625025,0.922341199
0.145203168,0.922341199
0.145970957,0.922341199
0.146538814,0.922341199
0.147106671,0.922341199
0.147527568,0.922341199
0.147948464,0.922341199
0.14836936,0.922341199
0.148790257,0.922341199
0.149211153,0.922341199
0.149632049,0.922341199
0.150212525,0.922341199
0.150961489,0.922341199
0.151529478,0.922341199
0.152097466,0.922334003
0.152518726,0.92232756
0.152939986,0.92232756
0.153361246,0.92232756
0.153782505,0.92232756
0.154203765,0.92232756
0.154625025,0.92232756
0.155203168,0.92232756
0.155970957,0.92232756
0.156538814,0.92232756
0.157106671,0.92232756
0.157527568,0.922326348
0.157948464,0.922324884
0.15836936,0.922324884
0.158790257,0.922324884
0.159211153,0.922324884
0.159632049,0.922324884
0.160212525,0.922324884
0.160961489,0.922324884
0.161529478,0.922315723
0.162097466,0.922304665
0.162518726,0.922304665
0.162939986,0.922304665
0.163361246,0.922303191
0.163782505,0.922301412
0.164203765,0.922301412
0.164625025,0.922301412
0.165203168,0.922301412
0.165970957,0.922301412
0.166538814,0.922301412
0.167106671,0.922301412
0.167527568,0.922301412
0.167948464,0.922301412
0.16836936,0.922301412
0.168790257,0.922301412
0.169211153,0.922318418
0.169632049,0.922318418
0.170212525,0.922318418
0.170961489,0.922318418
0.171529478,0.922318418
0.172097466,0.922318418
0.172518726,0.922318418
0.172939986,0.922318418
0.173361246,0.922318418
0.173782505,0.922318418
0.174203765,0.922318418
0.174625025,0.922318418
0.175203168,0.922318418
0.175970957,0.922318418
0.176538814,0.922318418
0.177106671,0.922318418
0.177527568,0.922318418
0.177948464,0.922318418
0.17836936,0.922318418
0.178790257,0.922318418
0.179211153,0.922318418
0.179632049,0.922318418
0.180212525,0.922318418
0.180961489,0.922318418
0.181529478,0.922318418
0.182097466,0.922318418
0.182518726,0.922318418
0.182939986,0.922316454
0.183361246,0.922314083
0.183782505,0.922314083
0.184203765,0.922314083
0.184625025,0.922314083
0.185203168,0.922314083
0.185970957,0.922314083
0.186538814,0.922314083
0.187106671,0.922314083
0.187527568,0.922314083
0.187948464,0.922314083
0.18836936,0.922314083
0.188790257,0.922314083
0.189211153,0.922314083
0.189632049,0.922314083
0.190212525,0.922314083
0.190961489,0.922314083
0.191529478,0.922314083
0.192097466,0.922314083
0.192518726,0.922314083
0.192939986,0.922314083
0.193361246,0.922314083
0.193782505,0.922314083
0.194203765,0.922314083
0.194625025,0.922314083
0.195203168,0.922314083
0.195970957,0.922314083
0.196538814,0.922312999
0.197106671,0.922311689
0.197527568,0.922311689
0.197948464,0.922311689
0.19836936,0.922311689
0.198790257,0.922311689
0.199211153,0.922311689
0.199632049,0.922311689
0.200212525,0.922311689
0.200961489,0.922311689
0.201529478,0.922311689
0.202097466,0.922311689
0.202518726,0.922309505
0.202939986,0.922306869
0.203361246,0.922306869
0.203782505,0.922306869
0.204203765,0.922306869
0.204625025,0.922306869
0.205203168,0.922306869
0.205970957,0.922306869
0.206538814,0.922306869
0.207106671,0.922306869
0.207527568,0.922306869
0.207948464,0.922306869
0.20836936,0.922306869
0.208790257,0.922306869
0.209211153,0.922306869
0.209632049,0.922316744
0.210212525,0.922316744
0.210961489,0.922316744
0.211529478,0.922316744
0.212097466,0.922316744
0.212518726,0.922316744
0.212939986,0.922316744
0.213361246,0.922316744
0.213782505,0.922316744
0.214203765,0.922316744
0.214625025,0.922316744
0.215203168,0.922316744
0.215970957,0.922316744
0.216538814,0.922316744
0.217106671,0.922316744
0.217527568,0.922316744
0.217948464,0.922316744
0.21836936,0.922316744
0.218790257,0.922316744
0.219211153,0.922316744
0.219632049,0.922316744
0.220212525,0.922316744
0.220961489,0.922316744
0.221529478,0.922316744
0.222097466,0.922316744
0.222518726,0.922316744
0.222939986,0.922316744
0.223361246,0.922316744
0.223782505,0.922316744
0.224203765,0.922316744
0.224625025,0.922316744
0.225203168,0.922316744
0.225970957,0.922316744
0.226538814,0.922316744
0.227106671,0.922316744
0.227527568,0.922316744
0.227948464,0.922316744
0.22836936,0.922316744
0.228790257,0.922316744
0.229211153,0.922316744
0.229632049,0.922316744
0.230212525,0.922316744
0.230961489,0.922316744
0.231529478,0.922316744
0.232097466,0.922316744
0.232518726,0.922316744
0.232939986,0.922316744
0.233361246,0.922316744
0.233782505,0.922316744
0.234203765,0.922316744
0.234625025,0.922316744
0.235203168,0.922316744
0.235970957,0.922316356
0.236538814,0.922316009
0.237106671,0.922316009
0.237527568,0.922316009
0.237948464,0.922316009
0.23836936,0.922316009
0.238790257,0.922316009
0.239211153,0.922316009
0.239632049,0.922316009
0.240212525,0.922316009
0.240961489,0.922316009
0.241529478,0.922316009
0.242097466,0.922316009
0.242518726,0.922316009
0.242939986,0.922316009
0.243361246,0.922316009
0.243782505,0.922316009
0.244203765,0.922316009
0.244625025,0.922316009
0.245203168,0.922316009
0.245970957,0.922316009
0.246538814,0.922316009
0.247106671,0.922316009
0.247527568,0.922316009
0.247948464,0.922316009
0.24836936,0.922316009
0.248790257,0.922316009
0.249211153,0.922316009
0.249632049,0.922316009
0.250212525,0.922316009
0.250961489,0.922316009
0.251529478,0.922316009
0.252097466,0.922316009
0.252518726,0.922316009
0.252939986,0.922316009
0.253361246,0.922316009
0.253782505,0.922316009
0.254203765,0.922316009
0.254625025,0.922316009
0.255203168,0.922316009
0.255970957,0.922316009
0.256538814,0.922316009
0.257106671,0.922316009
0.257527568,0.922316009
0.257948464,0.922316009
0.25836936,0.922316009
0.258790257,0.922316009
0.259211153,0.922316009
0.259632049,0.922316009
0.260212525,0.922316009
0.260961489,0.922316009
0.261529478,0.922316009
0.262097466,0.922316009
0.262518726,0.922316009
0.262939986,0.922316009
0.263361246,0.922316009
0.263782505,0.922316009
0.264203765,0.922316009
0.264625025,0.922316009
0.265203168,0.922316009
0.265970957,0.922316009
0.266538818,0.922316014
0.267106678,0.92231602
0.267527577,0.922316026
0.267948476,0.922316032
0.268369375,0.922316036
0.268790274,0.922316038
0.269211173,0.922316037
0.269632072,0.922316038
0.270212558,0.922316021
0.27096152,0.922315983
0.271529503,0.922315966
0.272097486,0.922196968
0.272518747,0.922196961
0.272940009,0.922196955
0.273361271,0.922196953
0.273782532,0.922196954
0.274203794,0.92219696
0.274625055,0.922196961
0.275203212,0.922196985
0.275971005,0.922197039
0.27653886,0.922197076
0.277106716,0.922197072
0.27752762,0.922197095
0.277948523,0.922197114
0.278369427,0.922197124
0.278790331,0.922197124
0.279211234,0.922197112
0.279632138,0.922197111
0.280212654,0.922197044
0.280961611,0.922196896
0.281529575,0.922196831
0.282097539,0.922196872
0.282518804,0.922196847
0.28294007,0.922196829
0.283361335,0.922196822
0.283782601,0.922196829
0.284203866,0.922196849
0.284625132,0.922196856
0.285203321,0.92219694
0.285971122,0.922197127
0.286538953,0.922197213
0.287106783,0.92219717
0.287527689,0.922197201
0.287948596,0.922197226
0.288369503,0.922197236
0.288790409,0.922197226
0.289211316,0.922197197
0.289632222,0.922197189
0.290212774,0.922197073
0.290961725,0.922196827
0.291529662,0.922196761
0.292097599,0.922196826
0.292518868,0.922196789
0.292940136,0.922196765
0.293361405,0.922196759
0.293782673,0.922196772
0.294203942,0.922196805
0.294625211,0.922196816
0.295203433,0.92219694
0.295971244,0.92219721
0.296539048,0.922197325
0.297106851,0.922197239
0.297527761,0.922197279
0.29794867,0.922197302
0.298369579,0.922197304
0.298790489,0.922197285
0.299211398,0.922197245
0.299632308,0.922197232
0.300212895,0.9221971
0.300961839,0.922196825
0.30152975,0.922196715
0.30209766,0.922196802
0.302518932,0.922196765
0.302940203,0.922196743
0.303361475,0.922196738
0.303782747,0.922196754
0.304204018,0.922196789
0.30462529,0.922196802
0.305203545,0.922196928
0.305971366,0.922197204
0.306539143,0.922197318
0.30710692,0.92219724
0.307527832,0.922197273
0.307948744,0.922197297
0.308369657,0.9221973
0.308790569,0.922197282
0.309211481,0.922197242
0.309632393,0.922197229
0.310213016,0.922197096
0.310961954,0.92219682
0.311529838,0.922196749
0.312097721,0.922196828
0.312518996,0.922196791
0.312940271,0.922196769
0.313361545,0.922196765
0.31378282,0.92219678
0.314204095,0.922196816
0.314625369,0.922196829
0.315203658,0.922196956
0.315971488,0.922197232
0.316539238,0.922197348
0.317106989,0.922197261
0.317527904,0.922197301
0.317948819,0.922197323
0.318369734,0.922197326
0.318790649,0.922197306
0.319211564,0.922197265
0.319632479,0.922197251
0.320213137,0.922197119
0.320962069,0.922196841
0.321529926,0.922196731
0.322097783,0.922196818
0.32251906,0.922196782
0.322940338,0.922196759
0.323361616,0.922196755
0.323782893,0.92219677
0.324204171,0.922196806
0.324625449,0.922196819
0.325203771,0.922196946
0.32597161,0.922197223
0.326539334,0.922197337
0.327107058,0.922197259
0.327527976,0.922197292
0.327948893,0.922197315
0.328369811,0.922197319
0.328790729,0.922197301
0.329211647,0.922197261
0.329632564,0.922197247
0.330213259,0.922197114
0.330962184,0.922196837
0.331530014,0.922196766
0.332097844,0.922196845
0.332519125,0.922196809
0.332940406,0.922196786
0.333361686,0.922196782
0.333782967,0.922196797
0.334204248,0.922196834
0.334625529,0.922196847
0.335203884,0.922196974
0.335971732,0.92219725
0.33653943,0.922197367
0.337107127,0.922197279
0.337528047,0.92219732
0.337948968,0.922197342
0.338369888,0.922197344
0.338790809,0.922197325
0.339211729,0.922197284
0.33963265,0.92219727
0.340213381,0.922197137
0.340962299,0.922196859
0.341530102,0.922196748
0.342097906,0.922196836
0.342519189,0.922196799
0.342940473,0.922196776
0.343361757,0.922196772
0.343783041,0.922196788
0.344204324,0.922196824
0.344625608,0.922196837
0.345203997,0.922196964
0.345971855,0.922197241
0.346539525,0.922197356
0.347107196,0.922197278
0.347528119,0.92219731
0.347949043,0.922197334
0.348369966,0.922197338
0.348790889,0.92219732
0.349211813,0.922197279
0.349632736,0.922197266
0.350213502,0.922197132
0.350962414,0.922196854
0.351530191,0.922196784
0.352097967,0.922196863
0.352519254,0.922196826
0.352940541,0.922196803
0.353361828,0.922196799
0.353783114,0.922196815
0.354204401,0.922196851
0.354625688,0.922196864
0.355204111,0.922196992
0.355971978,0.922197269
0.356539621,0.922197386
0.357107265,0.922197298
0.357528191,0.922197338
0.357949117,0.922197361
0.358370043,0.922197363
0.35879097,0.922197344
0.359211896,0.922197302
0.359632822,0.922197288
0.360213625,0.922197155
0.36096253,0.922196876
0.361530279,0.922196765
0.362098029,0.922187449
0.362519319,0.922178989
0.362940608,0.922178966
0.363361898,0.922178962
0.363783188,0.922178978
0.364204478,0.922179014
0.364625768,0.922179027
0.365204224,0.922179154
0.365972101,0.922179432
0.366539717,0.922179547
0.367107334,0.922179469
0.367528263,0.922179502
0.367949192,0.922179526
0.368370121,0.922179529
0.36879105,0.922179511
0.369211979,0.922179471
0.369632908,0.922179457
0.370213747,0.922179322
0.370962645,0.922179044
0.371530368,0.922178973
0.37209809,0.922179053
0.372519383,0.922179016
0.372940676,0.922178993
0.373361969,0.922178989
0.373783262,0.922179005
0.374204555,0.922179041
0.374625848,0.922179054
0.375204338,0.922179182
0.375972224,0.92217946
0.376539814,0.922179578
0.377107404,0.922179489
0.377528336,0.92217953
0.377949267,0.922179552
0.378370199,0.922179555
0.378791131,0.922179535
0.379212062,0.922179493
0.379632994,0.92217948
0.380213869,0.922179346
0.380962761,0.922179066
0.381530457,0.922178958
0.382098152,0.922179049
0.382519448,0.922179012
0.382940744,0.92217899
0.38336204,0.922178985
0.383783336,0.922179001
0.384204632,0.922179038
0.384625928,0.922179051
0.385204451,0.922179179
0.385972347,0.922179457
0.38653991,0.922179572
0.387107473,0.922179494
0.387528408,0.922179527
0.387949342,0.922179551
0.388370277,0.922179554
0.388791211,0.922179536
0.389212146,0.922179495
0.389633081,0.922179482
0.390213992,0.922179347
0.390962877,0.922179068
0.391530546,0.922178997
0.392098214,0.922179076
0.392519513,0.922179039
0.392940812,0.922119177
0.393362111,0.922119173
0.39378341,0.922119189
0.394204709,0.922119226
0.394626008,0.922119239
0.395204565,0.922119368
0.39597247,0.922119646
0.396540007,0.922119764
0.397107543,0.922119676
0.39752848,0.922119716
0.397949418,0.922119739
0.398370355,0.922119741
0.398791292,0.922119721
0.39921223,0.922119679
0.399633167,0.922119665
0.400214114,0.922119531
0.400962993,0.922119251
0.401530635,0.922119142
0.402098276,0.922119234
0.402519578,0.922119197
0.40294088,0.922119174
0.403362183,0.92211917
0.403783485,0.922119186
0.404204787,0.922119222
0.404626089,0.922119236
0.405204679,0.922119364
0.405972594,0.922119644
0.406540103,0.922119759
0.407107613,0.92211968
0.407528553,0.922119713
0.407949493,0.922119737
0.408370433,0.922119741
0.408791373,0.922119722
0.409212313,0.922119681
0.409633254,0.922119668
0.410214237,0.922119532
0.410963109,0.922119252
0.411530724,0.922119181
0.412098338,0.922119261
0.412519644,0.922119242
0.412940949,0.922119198
0.413362254,0.922119194
0.413783559,0.92211921
0.414204864,0.922119246
0.414626169,0.92211926
0.415204793,0.922119389
0.415972717,0.922119668
0.4165402,0.922119786
0.417107682,0.92211702
0.417528625,0.922114663
0.417949568,0.922114685
0.418370511,0.922114688
0.418791454,0.922114668
0.419212397,0.922114626
0.41963334,0.922114612
0.42021436,0.922114477
0.420963226,0.922114196
0.421530813,0.922114087
0.422098401,0.922114179
0.422519709,0.922114142
0.422941017,0.922114119
0.423362325,0.922114115
0.423783633,0.922114131
0.424204942,0.922114168
0.42462625,0.922114181
0.425204908,0.92211431
0.425972841,0.92211459
0.426540297,0.922114706
0.427107752,0.922114627
0.427528698,0.92211466
0.427949644,0.922114684
0.42837059,0.922114687
0.428791535,0.922114669
0.429212481,0.922114628
0.429633427,0.922114614
0.430214483,0.922114478
0.430963342,0.922114198
0.431530903,0.922114126
0.432098463,0.922114206
0.432519774,0.922114187
0.432941085,0.922114143
0.433362397,0.922054347
0.433783708,0.922054363
0.434205019,0.9220544
0.43462633,0.922054413
0.435205022,0.922054543
0.435972965,0.922054823
0.436540394,0.922054943
0.437107822,0.922054854
0.437528771,0.922054894
0.43794972,0.922054917
0.438370668,0.922054919
0.438791617,0.922054899
0.439212565,0.922054857
0.439633514,0.922054843
0.440214607,0.922054707
0.440963459,0.922054425
0.441530992,0.922054316
0.442098525,0.922054408
0.44251984,0.922054371
0.442941154,0.922054349
0.443362468,0.922054344
0.443783783,0.92205436
0.444205097,0.922054397
0.444626411,0.922054411
0.445205137,0.92205454
0.445973089,0.922054821
0.446540491,0.922054937
0.447107893,0.922054858
0.447528844,0.922054891
0.447949795,0.922054915
0.448370747,0.922054919
0.448791698,0.9220549
0.449212649,0.922054859
0.449633601,0.922054845
0.45021473,0.922054708
0.450963576,0.922054427
0.451531082,0.922054356
0.452098588,0.922054436
0.452519905,0.922054417
0.452941223,0.922054392
0.45336254,0.922054366
0.453783857,0.922054383
0.454205175,0.92205442
0.454626492,0.922054433
0.455205252,0.922054563
0.455973214,0.922054844
0.456540588,0.922054964
0.457107963,0.922054875
0.457528917,0.922054915
0.457949871,0.922054938
0.458370825,0.92205494
0.45879178,0.92205492
0.459212734,0.922054878
0.459633688,0.922054864
0.460214854,0.922054727
0.460963693,0.922054445
0.461531172,0.922054336
0.46209865,0.922054428
0.462519971,0.922054391
0.462941291,0.922054368
0.463362612,0.922054364
0.463783932,0.92205438
0.464205253,0.922054417
0.464626573,0.92205443
0.465205367,0.92205456
0.465973338,0.922054842
0.466540686,0.922054958
0.467108033,0.922054879
0.46752899,0.922054912
0.467949947,0.922054936
0.468370904,0.92205494
0.468791861,0.922054921
0.469212818,0.92205488
0.469633775,0.922054866
0.470214978,0.922054728
0.47096381,0.922054447
0.471531262,0.922054375
0.472098713,0.922054455
0.472520037,0.922054437
0.47294136,0.922054412
0.473362684,0.922054386
0.473784007,0.922054402
0.474205331,0.922054439
0.474626654,0.922054453
0.475205482,0.922054583
0.475973463,0.922054865
0.476540783,0.922054985
0.477108104,0.922054896
0.477529063,0.922054936
0.477950023,0.922054959
0.478370983,0.922054961
0.478791943,0.922054941
0.479212903,0.922054898
0.479633863,0.922054884
0.480215102,0.922054748
0.480963927,0.922054464
0.481531352,0.922054355
0.482098776,0.922054447
0.482520102,0.92205441
0.482941429,0.922054387
0.483362756,0.922054383
0.483784082,0.922054399
0.484205409,0.922054436
0.484626735,0.92205445
0.485205597,0.92205458
0.485973588,0.922054863
0.486540881,0.922054979
0.487108174,0.9220549
0.487529137,0.922054933
0.487950099,0.922054957
0.488371062,0.922054961
0.488792025,0.922054942
0.489212987,0.9220549
0.48963395,0.922054887
0.490215226,0.922054749
0.490964045,0.922054466
0.491531442,0.922054394
0.492098839,0.922054475
0.492520168,0.922054456
0.492941498,0.922054431
0.493362828,0.922054405
0.493784157,0.922054421
0.494205487,0.922054459
0.494626816,0.922054472
0.495205713,0.922054604
0.495973713,0.922054886
0.496540979,0.922055006
0.497108245,0.922054917
0.49752921,0.922054957
0.497950176,0.92205498
0.498371141,0.922054982
0.498792107,0.922054962
0.499213072,0.922054919
0.499634038,0.922054905
0.50021535,0.922054768
0.500964162,0.922054484
0.501531532,0.922054374
0.502098902,0.922054467
0.502520234,0.922054429
0.502941567,0.922054407
0.5033629,0.922054402
0.503784232,0.922054419
0.504205565,0.922054456
0.504626898,0.92205447
0.505205828,0.9220546
0.505973838,0.922054883
0.506541077,0.922055
0.507108315,0.922054921
0.507529284,0.922054954
0.507950252,0.922054978
0.50837122,0.922054982
0.508792189,0.922054963
0.509213157,0.922054921
0.509634125,0.922054907
0.510215475,0.922054769
0.51096428,0.922054486
0.511531623,0.922054414
0.512098965,0.922054494
0.512520301,0.922054476
0.512941636,0.92205445
0.513362972,0.922054425
0.513784308,0.922054441
0.514205644,0.922054478
0.514626979,0.922054492
0.515205944,0.922054624
0.515973963,0.922054906
0.516541175,0.922055027
0.517108386,0.922054937
0.517529357,0.922054978
0.517950329,0.922055001
0.5183713,0.922055003
0.518792271,0.922054983
0.519213242,0.92205494
0.519634213,0.922054926
0.520215599,0.922054788
0.520964398,0.922054504
0.521531713,0.922054394
0.522099028,0.922054486
0.522520367,0.922054449
0.522941706,0.922054426
0.523363044,0.922054422
0.523784383,0.922054438
0.524205722,0.922054476
0.524627061,0.922054489
0.52520606,0.92205462
0.525974088,0.922054904
0.526541273,0.922055021
0.527108457,0.922054942
0.527529431,0.922054975
0.527950405,0.922054999
0.528371379,0.922055002
0.528792353,0.922054983
0.529213327,0.922054942
0.529634301,0.922054928
0.530215724,0.922054789
0.530964516,0.922054505
0.531531804,0.922054433
0.532099091,0.922054514
0.532520433,0.922054495
0.532941775,0.92205447
0.533363117,0.922054444
0.533784459,0.92205446
0.534205801,0.922054498
0.534627143,0.922054512
0.535206176,0.922054644
0.535974214,0.922054927
0.536541371,0.922055048
0.537108528,0.922054958
0.537529505,0.922054999
0.537950482,0.922055022
0.538371459,0.922055024
0.538792435,0.922055004
0.539213412,0.922054961
0.539634389,0.922054946
0.540215849,0.922054808
0.540964635,0.922054523
0.541531895,0.922054413
0.542099155,0.922054506
0.5425205,0.922054468
0.542941845,0.922054445
0.54336319,0.922054441
0.543784534,0.922054458
0.544205879,0.922054495
0.544627224,0.922054509
0.545206292,0.92205464
0.54597434,0.922054925
0.54654147,0.922055042
0.5471086,0.922054962
0.547529579,0.922054996
0.547950559,0.92205502
0.548371538,0.922055023
0.548792518,0.922055004
0.549213497,0.922054963
0.549634477,0.922054949
0.550215974,0.922054809
0.550964753,0.922054525
0.551531986,0.922054453
0.552099218,0.922054533
0.552520566,0.922054514
0.552941914,0.922054489
0.553363262,0.922054463
0.55378461,0.92205448
0.554205958,0.922054518
0.554627306,0.922054531
0.555206408,0.922054664
0.555974466,0.922054948
0.556541568,0.922055069
0.557108671,0.922054979
0.557529653,0.92205502
0.557950636,0.922055043
0.558371618,0.922055045
0.5587926,0.922055024
0.559213583,0.922054982
0.559634565,0.922054967
0.5602161,0.922054829
0.560964872,0.922054543
0.561532077,0.922054432
0.562099282,0.922054525
0.562520633,0.922054488
0.562941984,0.922054465
0.563363335,0.92205446
0.563784686,0.922054477
0.564206037,0.922054515
0.564627388,0.922054528
0.565206525,0.922054661
0.565974592,0.922054946
0.566541667,0.922055063
0.567108742,0.922054983
0.567529728,0.922055017
0.567950713,0.922055041
0.568371698,0.922055044
0.568792683,0.922055025
0.569213668,0.922054983
0.569634654,0.922054969
0.570216225,0.92205483
0.57096499,0.922054544
0.571532168,0.922054472
0.572099345,0.922054553
0.572520699,0.922054534
0.572942054,0.922054509
0.573363408,0.922054483
0.573784762,0.922054499
0.574206116,0.922054537
0.57462747,0.922054551
0.575206641,0.922054684
0.575974718,0.922054969
0.576541766,0.92205509
0.577108814,0.922055
